SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,FLOORING_FEATURES,HEATING_FEATURES,COOLING_FEATURES,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,BUYER_AGENCY_COMPENSATION,PRICE_PR_SQFT,REDFIN_ESTIMATE,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Transit Score,Transit Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,url,PARK_DESCRIPTION,HAS_GARAGE,BATH_DESCRIPTION,DINNING_DESC,LAUNDARY_FEATURES,UTILITIES,NUM_STORIES,FEES_INCLUDE,HOA_FEE_FREQ,HOA_NAME,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY6_PRICE,PRICE_HISTORY7_EVENT_DATE,PRICE_HISTORY7_EVENT_TYPE,PRICE_HISTORY7_PRICE,PRICE_HISTORY8_EVENT_DATE,PRICE_HISTORY8_EVENT_TYPE,PRICE_HISTORY8_PRICE
MLS Listing,,Single Family Residential,89 Centre St,Mountain View,CA,94041,1898880,3.0,1.0,MOUNTAIN VIEW,1004.0,11250.0,1900.0,9.0,1891.0,,Active,,,https://www.redfin.com/CA/Mountain-View/89-Centre-St-94041/home/1391672,MLSListings,ML81942538,N,Y,37.3817081,-122.0734247,,Wall Furnace,,6,7,8,2.5,1891.0,1887463.0,13426.0,99,Biker's paradise,70,Very walkable,43,Some transit,Moderate,Minimal,Moderate,Minimal,"Places6 groceries, 20 restaurants, 6 parksTransit200, 21, 22, 40, 51, 51H, 52, 53, A - AM, A - PM, B - AM, B - PM, B - PM Concert, B7, Blue Line Special, Blue-Event, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, L1, L2, L3, L4, L5, L6, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 522, Special Event","Sep 20, 2023",Listed (Active)MLSListings #ML81942538,1898880.0,https://www.redfin.com/CA/Mountain-View/89-Centre-St-94041/home/1391672,Detached,1.0,,Dining Area in Living Room,,Individual Gas Meters,1.0,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),1356 W Dana St,Mountain View,CA,94041,2399995,4.0,3.0,MOUNTAIN VIEW,1604.0,4906.0,1922.0,10.0,1496.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Mountain-View/1356-W-Dana-St-94041/home/968082,MLSListings,ML81942499,N,Y,37.3952318,-122.085841,"Carpet, Vinyl/Linoleum",Wall Furnace,,8,7,9,1.5,1496.0,2387900.0,16969.0,99,Biker's paradise,86,Very walkable,52,Good transit,Moderate,Minimal,Moderate,Minimal,"Places5 groceries, 40 restaurants, 3 parksTransit200, 21, 22, 40, 51, 51H, 52, A - AM, A - PM, B - AM, B - PM, B - PM Concert, B7, Blue Line Special, Blue-Event, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, L1, L2, L3, L4, L5, L6, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 522, Special Event","Sep 20, 2023",Price ChangedMLSListings #ML81942499,2399995.0,https://www.redfin.com/CA/Mountain-View/1356-W-Dana-St-94041/home/968082,"On Street, Other",,,,,Public Utilities,1.0,,,,"Sep 19, 2023",Listed (Active)MLSListings #ML81942499,2399000.0,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,202 Central Ave,Mountain View,CA,94043,1350000,2.0,1.5,MOUNTAIN VIEW,1290.0,952.0,1977.0,13.0,1047.0,555.0,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Mountain-View/202-Central-Ave-94043/home/1150763,MLSListings,ML81939466,N,Y,37.3958934,-122.0697668,"Wood, Other (See Remarks)",Central Forced Air,Central Forced Air,6,7,8,2.5,1047.0,1353803.0,10100.0,96,Biker's paradise,68,Somewhat walkable,51,Good transit,Major,Minor,Moderate,Minimal,"Places5 groceries, 42 restaurants, 8 parksTransit200, 21, 22, 40, 51, 51H, 52, A - AM, A - PM, B - AM, B - PM, B - PM Concert, B7, Blue Line Special, Blue-Event, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, L1, L2, L3, L4, L5, L6, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 522, Special Event","Sep 16, 2023",Listed (Active)MLSListings #ML81939466,1350000.0,https://www.redfin.com/CA/Mountain-View/202-Central-Ave-94043/home/1150763,"Assigned Spaces, Detached, On Street",1.0,,Dining Area in Living Room,Inside,Individual Electric Meters,2.0,"Common Area Electricity, Common Area Gas, Exterior Painting, Garbage, Insurance (Common Area), Landscaping/Gardening, Maintenance (Common Area), Pools, Spa, or Tennis",Monthly,Cypress Point Woods Homeowners Assoc,"Apr 27, 2016",Pending (Pending (Do Not Show))MLSListings #ML81577585,NA,"Mar 30, 2016",Listed (Active)MLSListings #ML81577585,998000.0,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,38 Devonshire Ave #2,Mountain View,CA,94043,1398000,3.0,2.5,MOUNTAIN VIEW,1308.0,,1981.0,14.0,1069.0,400.0,Active,September-30-2023 11:00 AM,September-30-2023 02:00 PM,https://www.redfin.com/CA/Mountain-View/38-Devonshire-Ave-94043/unit-2/home/621709,MLSListings,ML81940886,N,Y,37.4040653,-122.0596625,,Electric,,9,7,8,2.5,1069.0,1386589.0,10285.0,89,Very bikeable,50,Somewhat walkable,40,Some transit,Minimal,Minimal,Moderate,Minimal,"Places9 groceries, 16 restaurants, 8 parksTransit200, 21, 40, 51, 51H, 52, 53, A - AM, A - PM, ACE Orange, B - AM, B - PM, B - PM Concert, B7, Blue Line Special, Blue-Event, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, L1, L2, L3, L4, L5, L6, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Special Event","Sep 15, 2023",Listed (Active)MLSListings #ML81940886,1398000.0,https://www.redfin.com/CA/Mountain-View/38-Devonshire-Ave-94043/unit-2/home/621709,"Detached, On Street, Parking Area",1.0,,Dining Area,,Public Utilities,2.0,"Exterior Painting, Maintenance (Common Area), Management Fee",,Devonshire,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,855 Sycamore Loop,Mountain View,CA,94043,1798000,4.0,3.5,MOUNTAIN VIEW,1748.0,2399.0,2016.0,15.0,1029.0,400.0,Active,September-30-2023 01:30 PM,September-30-2023 04:30 PM,https://www.redfin.com/CA/Mountain-View/855-Sycamore-Loop-94043/home/112869455,MLSListings,ML81941886,N,Y,37.4151315,-122.0884004,"Laminate, Tile","Central Forced Air, Electric",Central Forced Air,7,7,9,2.5,1029.0,1823068.0,13113.0,99,Biker's paradise,70,Very walkable,29,Some transit,Severe,Minimal,Moderate,Minimal,"Places2 groceries, 25 restaurants, 8 parksTransit21, 40, 51, 51H, ACE Orange, B - AM, B - PM, B - PM Concert, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, D - AM, D - PM, L1, L2, L3, L6, School 288","Sep 14, 2023",Listed (Active)MLSListings #ML81941886,1798000.0,https://www.redfin.com/CA/Mountain-View/855-Sycamore-Loop-94043/home/112869455,Attached Garage,2.0,"Double Sinks, Full on Ground Floor, Primary (Stall Shower(s)), Shower and Tub, Stall Shower","Breakfast Bar, Dining Area in Living Room",Upper Floor,Public Utilities,3.0,"Insurance (Common Area), Insurance (Liability), Maintenance (Common Area), Management Fee, Reserves",Monthly,Guild 33 Community HOA,"May 18, 2017",Pending (Pending (Do Not Show))MLSListings #ML81650870,NA,"May 10, 2017",Listed (Active)MLSListings #ML81650870,1450000.0,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,694 Pettis Ave,Mountain View,CA,94041,4198000,5.0,3.0,MOUNTAIN VIEW,2692.0,8684.0,2023.0,15.0,1559.0,,Active,,,https://www.redfin.com/CA/Mountain-View/694-Pettis-Ave-94041/home/617722,MLSListings,ML81941873,N,Y,37.390934,-122.090799,"Hardwood, Tile","Central Forced Air, Electric, Radiant",Central Forced Air,8,7,9,2.5,1559.0,4150948.0,29682.0,92,Biker's paradise,91,Walker's paradise,49,Some transit,Minimal,Minimal,Moderate,Minimal,"Places5 groceries, 30 restaurants, 3 parksTransit200, 21, 22, 40, 51, 51H, 52, A - AM, A - PM, B - AM, B - PM, B - PM Concert, B7, Blue Line Special, Blue-Event, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, L1, L2, L3, L4, L5, L6, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 522, Special Event","Sep 14, 2023",Listed (Active)MLSListings #ML81941873,4198000.0,https://www.redfin.com/CA/Mountain-View/694-Pettis-Ave-94041/home/617722,"Attached Garage, Off-Street Parking, On Street, Uncovered Parking",1.0,"Double Sinks, Primary (Stall Shower(s)), Shower Over Tub, 2+ Stall Shower","Breakfast Bar, Dining Area in Living Room, Eat in Kitchen","Inside, Upper Floor, Washer/Dryer","Public Utilities, Solar Panels - Owned",2.0,,,,"Jul 19, 2022",Pending (Pending (Do Not Show))MLSListings #ML81878143,NA,"Jul 8, 2022",Price ChangedMLSListings #ML81878143,2550000.0,"Apr 20, 2022",Price ChangedMLSListings #ML81878143,2650000.0,"Mar 16, 2022",Price ChangedMLSListings #ML81878143,2800000.0,"Feb 12, 2022",Listed (Active)MLSListings #ML81878143,3000000.0,,,,,,
MLS Listing,,Single Family Residential,1791 Woodhaven Pl,Mountain View,CA,94041,3780000,6.0,4.0,MOUNTAIN VIEW,3107.0,5215.0,1999.0,16.0,1217.0,120.0,Active,September-30-2023 02:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Mountain-View/1791-Woodhaven-Pl-94041/home/1528698,MLSListings,ML81940168,N,Y,37.3927282,-122.0942852,,Central Forced Air (Gas),Central Forced Air,3,7,9,2.5,1217.0,3862215.0,26847.0,90,Biker's paradise,85,Very walkable,42,Some transit,Minimal,Minimal,Moderate,Minimal,"Places2 groceries, 28 restaurants, 4 parksTransit200, 21, 22, 40, 51, 51H, 52, A - AM, A - PM, B - AM, B - PM, B - PM Concert, Blue Line Special, Blue-Event, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 522, Special Event","Sep 29, 2023",Price ChangedMLSListings #ML81940168,3780000.0,https://www.redfin.com/CA/Mountain-View/1791-Woodhaven-Pl-94041/home/1528698,Attached Garage,2.0,"Double Sinks, Full on Ground Floor, Primary (Stall Shower(s)), Primary (Tub w/ Jets)","Breakfast Nook, Dining Area in Living Room",Upper Floor,Public Utilities,2.0,"Common Area Electricity, Maintenance (Common Area), Maintenance (Road), Management Fee",Monthly,Woodhaven HOA,"Sep 13, 2023",Listed (Active)MLSListings #ML81940168,3880000.0,"Jul 21, 2016",Pending (Pending (Do Not Show))MLSListings #ML81582632,NA,"Jun 25, 2016",ContingentMLSListings #ML81582632,NA,"Jun 2, 2016",Price ChangedMLSListings #ML81582632,2397000.0,"Apr 27, 2016",Listed (Active)MLSListings #ML81582632,2398000.0,,,,,,
MLS Listing,,Single Family Residential,1166 Spencer Ct,Mountain View,CA,94040,4698000,5.0,4.0,MOUNTAIN VIEW,3923.0,10955.0,1964.0,16.0,1198.0,,Active,,,https://www.redfin.com/CA/Mountain-View/1166-Spencer-Ct-94040/home/1414058,MLSListings,ML81941745,N,Y,37.3670641,-122.0946181,"Carpet, Hardwood",Central Forced Air (Gas),,9,10,8,2.5,1198.0,4790411.0,33218.0,81,Very bikeable,51,Somewhat walkable,20,Minimal transit,Minimal,Minimal,Moderate,Minimal,"Places5 groceries, 11 restaurants, 6 parksTransit21, 22, 40, 51, 51H, 52, Rapid 522","Sep 28, 2023",Price ChangedMLSListings #ML81941745,4698000.0,https://www.redfin.com/CA/Mountain-View/1166-Spencer-Ct-94040/home/1414058,Attached Garage,2.0,"Double Sinks, Primary - Oversized Tub, Shower Over Tub, Skylight, 2+ Stall Shower, Tub in Master Bedroom, Updated Bath(s)","Breakfast Bar, Breakfast Nook, Formal Dining Room","In Utility Room, Inside, Washer/Dryer",Public Utilities,1.0,,,,"Sep 13, 2023",Listed (Active)MLSListings #ML81941745,4800000.0,"Mar 12, 2008",Listing RemovedMLSListings #ML80782420,NA,"Mar 5, 2008",ListedMLSListings #ML80782420,1688000.0,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,255 S Rengstorff Ave #123,Mountain View,CA,94040,798000,2.0,1.0,MOUNTAIN VIEW,935.0,,1965.0,17.0,853.0,655.0,Active,,,https://www.redfin.com/CA/Mountain-View/255-S-Rengstorff-Ave-94040/unit-123/home/688739,MLSListings,ML81941668,N,Y,37.3999781,-122.0990544,,Forced Air,,3,7,9,2.5,853.0,,6297.0,96,Biker's paradise,72,Very walkable,45,Some transit,Minimal,Minimal,Moderate,Minimal,"Places3 groceries, 29 restaurants, 5 parksTransit21, 22, 40, 51, 51H, 52, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, L1, L2, L3, L6, Rapid 522","Sep 12, 2023",Listed (Active)MLSListings #ML81941668,798000.0,https://www.redfin.com/CA/Mountain-View/255-S-Rengstorff-Ave-94040/unit-123/home/688739,"Carport, Parking Area",,,Dining Area,,Public Utilities,1.0,"Garbage, Maintenance (Exterior), Water, Water/Sewer",Monthly,HOA-Park View West,"Aug 3, 2016",ContingentMLSListings #ML81589360,NA,"Jul 15, 2016",Price ChangedMLSListings #ML81589360,665000.0,"Jul 6, 2016",Price ChangedMLSListings #ML81589360,689000.0,"Jun 7, 2016",Listed (Active)MLSListings #ML81589360,699000.0,,,,,,,,,
MLS Listing,,Single Family Residential,330 Anna Ave,Mountain View,CA,94043,2599000,4.0,3.0,MOUNTAIN VIEW,1621.0,5112.0,1956.0,22.0,1603.0,,Active,,,https://www.redfin.com/CA/Mountain-View/330-Anna-Ave-94043/home/1227437,MLSListings,ML81941043,N,Y,37.4088521,-122.1014764,,Central Forced Air (Gas),Central Forced Air,7,7,9,2.5,1603.0,2577698.0,18377.0,97,Biker's paradise,60,Somewhat walkable,42,Some transit,Major,Minimal,Moderate,Minimal,"Places6 groceries, 18 restaurants, 9 parksTransit21, 22, 40, ACE Orange, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, L1, L2, L3, L6, Rapid 522, School 288","Sep 7, 2023",Listed (Active)MLSListings #ML81941043,2599000.0,https://www.redfin.com/CA/Mountain-View/330-Anna-Ave-94043/home/1227437,"Attached Garage, Off-Street Parking",2.0,,Dining Area in Living Room,Electricity Hookup (220V),Public Utilities,2.0,,,,"May 27, 2020",Pending (Pending (Do Not Show))MLSListings #ML81792063,NA,"May 11, 2020",Listed (Active)MLSListings #ML81792063,1675000.0,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,59 Devonshire Ave,Mountain View,CA,94043,3798000,5.0,4.5,MOUNTAIN VIEW,3458.0,10617.0,2019.0,23.0,1098.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Mountain-View/59-Devonshire-Ave-94043/home/620844,MLSListings,ML81940993,N,Y,37.4033132,-122.0595303,Hardwood,"Forced Air, Heating (2+ Zones)","Central Forced Air, Multi-Zone",9,7,8,2.5,1098.0,3749813.0,26854.0,89,Very bikeable,50,Somewhat walkable,40,Some transit,Minimal,Minimal,Moderate,Minimal,"Places8 groceries, 16 restaurants, 9 parksTransit200, 21, 40, 51, 51H, 52, 53, A - AM, A - PM, ACE Orange, B - AM, B - PM, B - PM Concert, B7, Blue Line Special, Blue-Event, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, L1, L2, L3, L4, L5, L6, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Special Event","Sep 6, 2023",Listed (Active)MLSListings #ML81940993,3798000.0,https://www.redfin.com/CA/Mountain-View/59-Devonshire-Ave-94043/home/620844,Detached,1.0,,"Dining Area in Living Room, Formal Dining Room",,Public Utilities,2.0,,,,"Nov 1, 2019",Pending (Pending (Do Not Show))MLSListings #ML81762478,NA,"Oct 15, 2019",Price ChangedMLSListings #ML81762478,3749000.0,"Aug 1, 2019",Listed (Active)MLSListings #ML81762478,3849000.0,,,,,,,,,,,,
MLS Listing,,Townhouse,425 Magritte Way,Mountain View,CA,94041,1749000,3.0,3.5,MOUNTAIN VIEW,1670.0,853.0,2009.0,23.0,1047.0,373.0,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Mountain-View/425-Magritte-Way-94041/home/28895567,MLSListings,ML81940879,N,Y,37.3858383,-122.0578865,,Central Forced Air,Central Forced Air,6,7,8,2.5,1047.0,1748464.0,12740.0,86,Very bikeable,38,Car-dependent,43,Some transit,Minimal,Minimal,Moderate,Minimal,"Places7 groceries, 23 restaurants, 5 parksTransit200, 21, 22, 40, 51, 51H, 52, 53, A - AM, A - PM, B - AM, B - PM, B - PM Concert, B7, Blue Line Special, Blue-Event, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, L1, L2, L3, L4, L5, L6, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 522, Special Event","Sep 6, 2023",Listed (Active)MLSListings #ML81940879,1749000.0,https://www.redfin.com/CA/Mountain-View/425-Magritte-Way-94041/home/28895567,Attached Garage,2.0,,Dining Area,Washer/Dryer,Public Utilities,3.0,"Common Area Electricity, Common Area Gas, Insurance (Common Area), Maintenance (Common Area), Maintenance (Exterior), Maintenance (Road), Management Fee, Pools, Spa, or Tennis",Monthly,Mondrain HOA,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,500 W Middlefield Rd #121,Mountain View,CA,94043,645000,1.0,1.0,MOUNTAIN VIEW,564.0,,1971.0,24.0,1144.0,527.0,Active,,,https://www.redfin.com/CA/Mountain-View/500-W-Middlefield-Rd-94043/unit-121/home/622732,MLSListings,ML81932045,N,Y,37.401406825,-122.0702666,"Hardwood, Tile","Electric, Other (See Remarks)","Central Forced Air, Multi-Zone, Other (See Remarks)",6,7,8,2.5,1144.0,640200.0,5088.0,89,Very bikeable,55,Somewhat walkable,48,Some transit,NA,NA,NA,NA,"Places7 groceries, 30 restaurants, 5 parksTransit200, 21, 22, 40, 51, 51H, 52, A - AM, A - PM, ACE Orange, B - AM, B - PM, B - PM Concert, B7, Blue Line Special, Blue-Event, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, L1, L2, L3, L4, L5, L6, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 522, Special Event","Sep 5, 2023",Listed (Active)MLSListings #ML81932045,645000.0,https://www.redfin.com/CA/Mountain-View/500-W-Middlefield-Rd-94043/unit-121/home/622732,"Carport, Common Parking Area, Off-Street Parking",,"Shower Over Tub, Updated Bath(s)","Dining Area in Living Room, Dining Bar","Community Facility, Electricity Hookup (220V), Inside",Public Utilities,1.0,"Exterior Painting, Fencing, Garbage, Hot Water, Insurance, Landscaping/Gardening, Maintenance (Common Area), Maintenance (Exterior), Pools, Spa, or Tennis, Reserves, Roof, Water/Sewer",Monthly,Common Interest,"Mar 13, 2014",Pending (Pending (Do Not Show))MLSListings #ML81403600,NA,"Feb 14, 2014",Pending (Pending Without Release)MLSListings #ML81403600,NA,"Feb 6, 2014",Listed (Active)MLSListings #ML81403600,370000.0,,,,,,,,,,,,
MLS Listing,,Townhouse,1992 Montecito Ave,Mountain View,CA,94043,1938000,4.0,3.0,MOUNTAIN VIEW,1757.0,,2023.0,24.0,1103.0,441.0,Active,September-30-2023 01:30 PM,September-30-2023 04:30 PM,https://www.redfin.com/CA/Mountain-View/1992-Montecito-Ave-94043/home/182165729,MLSListings,ML81940717,N,Y,37.4061014,-122.0925988,"Concrete, Tile, Other (See Remarks)","Central Forced Air, Heating (2+ Zones)",Multi-Zone,6,7,9,2.5,1103.0,1932183.0,14144.0,90,Biker's paradise,48,Car-dependent,32,Some transit,Minimal,NA,Moderate,Minimal,"Places3 groceries, 17 restaurants, 10 parksTransit21, 22, 40, 51, 51H, 52, ACE Orange, B - AM, B - PM, B - PM Concert, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, L1, L2, L3, L6","Sep 5, 2023",Listed (Active)MLSListings #ML81940717,1938000.0,https://www.redfin.com/CA/Mountain-View/1992-Montecito-Ave-94043/home/182165729,"Detached, Drive Through, Electric Car Hookup",2.0,"Double Sinks, Full on Ground Floor, Marble, Primary (Stall Shower(s)), Shower and Tub, 2+ Stall Shower, Tile","Breakfast Bar, Dining Area in Family Room","Electricity Hookup (220V), Upper Floor",Public Utilities,3.0,"Common Area Electricity, Decks, Exterior Painting, Fencing, Insurance (Common Area), Landscaping/Gardening, Maintenance (Common Area), Maintenance (Exterior)",,Montecito,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Mobile/Manufactured Home,433 Sylvan Ave #121,Mountain View,CA,94041,369900,2.0,2.0,MOUNTAIN VIEW,1458.0,,2004.0,26.0,254.0,,Active,,,https://www.redfin.com/CA/Mountain-View/433-Sylvan-Ave-94041/unit-121/home/2123079,MLSListings,ML81940680,N,Y,37.3833481,-122.0602928,"Laminate, Vinyl/Linoleum","Central Forced Air, Gas","Ceiling Fan, Central Forced Air",6,7,8,3.0,254.0,365673.0,2615.0,91,Biker's paradise,51,Somewhat walkable,42,Some transit,Minimal,Minimal,Moderate,Minimal,"Places7 groceries, 23 restaurants, 6 parksTransit200, 21, 22, 40, 51, 51H, 52, 53, A - AM, A - PM, B - AM, B - PM, B - PM Concert, B7, Blue Line Special, Blue-Event, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, L1, L2, L3, L4, L5, L6, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 522, Special Event","Sep 3, 2023",Listed (Active)MLSListings #ML81940680,369900.0,https://www.redfin.com/CA/Mountain-View/433-Sylvan-Ave-94041/unit-121/home/2123079,Carport,,"Shower and Tub, Stall Shower","Dining Area, Dining Area in Living Room",Washer/Dryer,"Individual Electric Meters, Individual Gas Meters, Natural Gas",1.0,,,,"Feb 1, 2006",Listing RemovedMLSListings #ML80565373,NA,"Nov 4, 2005",ListedMLSListings #ML80565373,98900.0,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,217 Ada Ave #1,Mountain View,CA,94043,1748888,3.0,2.5,Mountain View,2009.0,1484.0,1983.0,29.0,871.0,627.0,Active,,,https://www.redfin.com/CA/Mountain-View/217-Ada-Ave-94043/unit-1/home/1339813,CRMLS,OC23160363,N,Y,37.3944615,-122.0647318,,,,6,7,8,2.5,871.0,1724205.0,12993.0,92,Biker's paradise,64,Somewhat walkable,47,Some transit,NA,NA,NA,NA,"Places7 groceries, 26 restaurants, 11 parksTransit200, 21, 22, 40, 51, 51H, 52, 53, A - AM, A - PM, B - AM, B - PM, B - PM Concert, B7, Blue Line Special, Blue-Event, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, L1, L2, L3, L4, L5, L6, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 522, Special Event","Sep 16, 2023",Price ChangedCRMLS #OC23160363,1748888.0,https://www.redfin.com/CA/Mountain-View/217-Ada-Ave-94043/unit-1/home/1339813,,2.0,,,,,2.0,,,,"Aug 31, 2023",Listed (Active)CRMLS #OC23160363,1850000.0,"Sep 17, 2015",Pending (Pending (Do Not Show))MLSListings #ML81513105,NA,"Sep 8, 2015",Listed (Active)MLSListings #ML81513105,1190000.0,,,,,,,,,,,,
