SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,PARK_DESCRIPTION,HAS_GARAGE,BATH_DESCRIPTION,DINNING_DESC,LAUNDARY_FEATURES,FLOORING_FEATURES,COOLING_FEATURES,HEATING_FEATURES,UTILITIES,NUM_STORIES,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,BUYER_AGENCY_COMPENSATION,PRICE_PR_SQFT,REDFIN_ESTIMATE,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Transit Score,Transit Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,url,FEES_INCLUDE,HOA_FEE_FREQ,HOA_NAME,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY6_PRICE,PRICE_HISTORY7_EVENT_DATE,PRICE_HISTORY7_EVENT_TYPE,PRICE_HISTORY7_PRICE,PRICE_HISTORY8_EVENT_DATE,PRICE_HISTORY8_EVENT_TYPE,PRICE_HISTORY8_PRICE,PRICE_HISTORY9_EVENT_DATE,PRICE_HISTORY9_EVENT_TYPE,PRICE_HISTORY9_PRICE,PRICE_HISTORY10_EVENT_DATE,PRICE_HISTORY10_EVENT_TYPE,PRICE_HISTORY10_PRICE,PRICE_HISTORY11_EVENT_DATE,PRICE_HISTORY11_EVENT_TYPE,PRICE_HISTORY11_PRICE,PRICE_HISTORY12_EVENT_DATE,PRICE_HISTORY12_EVENT_TYPE,PRICE_HISTORY12_PRICE
MLS Listing,,Single Family Residential,881 Lytton Ave,Palo Alto,CA,94301,2988000,3.0,2.5,PALO ALTO,1676.0,3789.0,1926.0,17,1783.0,,Active,October-1-2023 01:30 PM,October-1-2023 04:30 PM,https://www.redfin.com/CA/Palo-Alto/881-Lytton-Ave-94301/home/542884,MLSListings,ML81941702,N,Y,37.453768,-122.1559849,"No Garage, On Street",,"Half on Ground Floor, Marble, Primary (Stall Shower(s)), Shower Over Tub, Stall Shower, Tile","Dining Area in Living Room, Dining Bar, Eat in Kitchen","Dryer, Electricity Hookup (110V), Hookup (Gas Dryer), Inside, Tub/Sink, Washer","Marble, Tile, Wood",Central Forced Air,Central Forced Air,"Individual Electric Meters, Individual Gas Meters, Public Utilities",2.0,8,7,9,2.5,1783.0,,21127.0,87,Very bikeable,75,Very walkable,44,Some transit,Minimal,Minimal,Moderate,Minimal,"Places3 groceries, 25 restaurants, 2 parksTransit21, 22, 280, 281, 296, 397, 81, 82, 83, 84, 88, B7, Bus Bridge, ECR, L1, L2, L3, L4, L5, L6, M1 Shuttle, M1 Shuttle (City of Menlo Park), M4 Shuttle, M4 Shuttle (City of Menlo Park), Rapid 522","Sep 13, 2023",Listed (Active)MLSListings #ML81941702,2988000.0,"Jun 1, 2009",Listing RemovedMLSListings #ML80923142,NA,"May 26, 2009",ContingentMLSListings #ML80923142,NA,https://www.redfin.com/CA/Palo-Alto/881-Lytton-Ave-94301/home/542884,,,,"May 12, 2009",ListedMLSListings #ML80923142,1099000.0,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,794 Allen Ct,Palo Alto,CA,94303,2300000,3.0,2.0,PALO ALTO,1056.0,7034.0,1953.0,18,2178.0,,Active,,,https://www.redfin.com/CA/Palo-Alto/794-Allen-Ct-94303/home/1227225,MLSListings,ML81938806,N,Y,37.4318076,-122.1213535,Attached Garage,2.0,Shower and Tub,Dining Area,,Laminate,,"Central Forced Air, Heat Pump",Public Utilities,1.0,8,8,9,2.0,2178.0,2247131.0,16262.0,96,Biker's paradise,61,Somewhat walkable,25,Some transit,Major,Moderate,Moderate,Minimal,"Places2 groceries, 11 restaurants, 13 parksTransit21, 22, ACE Orange, Bus Bridge, L1, L2, L3, L6, Rapid 522, School 288, School 288L, School 288M, U","Sep 26, 2023",Relisted (Active)MLSListings #ML81938806,NA,"Sep 7, 2023",Pending (Pending (Do Not Show))MLSListings #ML81938806,NA,"Aug 26, 2023",Price ChangedMLSListings #ML81938806,2300000.0,https://www.redfin.com/CA/Palo-Alto/794-Allen-Ct-94303/home/1227225,,,,"Aug 24, 2023",Listed (Active)MLSListings #ML81938806,2490000.0,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,150 Alma St #309,Menlo Park,CA,94025,1999000,2.0,2.0,MENLO PARK,1872.0,,1975.0,19,1068.0,1534.0,Active,,,https://www.redfin.com/CA/Menlo-Park/150-Alma-St-94025/unit-309/home/187419950,MLSListings,ML81936890,N,Y,37.4487463,-122.1714579,Underground Parking,2.0,"Shower Over Tub, Stall Shower, Tub w/Jets",Dining Area in Living Room,"In Utility Room, Washer/Dryer","Carpet, Tile, Wood",Central Forced Air,Central Forced Air,Public Utilities,1.0,8,8,6,2.5,1068.0,1980310.0,15668.0,97,Biker's paradise,75,Very walkable,54,Good transit,NA,NA,NA,NA,"Places1 grocery, 30 restaurants, 5 parksTransit21, 22, 280, 281, 286, 296, 397, 80, 81, 82, 83, 84, 88, B7, Bus Bridge, ECR, L1, L2, L3, L4, L5, L6, M1 Shuttle, M1 Shuttle (City of Menlo Park), M3 Shuttle, M3 Shuttle (City of Menlo Park), M4 Shuttle, M4 Shuttle (City of Menlo Park), Rapid 522, U","Sep 11, 2023",Listed (Active)MLSListings #ML81936890,1999000.0,"Apr 24, 2002",Listing RemovedMLSListings #ML80209849,NA,"Mar 2, 2002",ListedMLSListings #ML80209849,750000.0,https://www.redfin.com/CA/Menlo-Park/150-Alma-St-94025/unit-309/home/187419950,"Common Area Electricity, Common Area Gas, Landscaping/Gardening, Maintenance (Common Area), Pools, Spa, or Tennis",Monthly,Menlo Alma Homeowners Association,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,644 Creek Dr,Menlo Park,CA,94025,2895000,3.0,3.5,MENLO PARK,2230.0,1850.0,1998.0,19,1298.0,,Active,September-30-2023 01:30 PM,September-30-2023 04:30 PM,https://www.redfin.com/CA/Menlo-Park/644-Creek-Dr-94025/home/1243497,MLSListings,ML81939894,N,Y,37.4465533,-122.1727449,"Assigned Spaces, Attached Garage",1.0,,"Dining Area, Eat in Kitchen",,Hardwood,Central Forced Air,Central Forced Air,Public Utilities,3.0,9,8,6,2.5,1298.0,2913636.0,20469.0,100,/100Biker's paradise,88,Very walkable,56,Good transit,Minimal,Minor,Moderate,Minimal,"Places2 groceries, 30 restaurants, 6 parksTransit21, 22, 280, 281, 286, 296, 397, 80, 81, 82, 83, 84, 88, B7, Bus Bridge, ECR, L1, L2, L3, L4, L5, L6, M1 Shuttle, M1 Shuttle (City of Menlo Park), M3 Shuttle, M3 Shuttle (City of Menlo Park), M4 Shuttle, M4 Shuttle (City of Menlo Park), Rapid 522, U","Sep 11, 2023",Listed (Active)MLSListings #ML81939894,2895000.0,,,,,,,https://www.redfin.com/CA/Menlo-Park/644-Creek-Dr-94025/home/1243497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),2905 - 2907 Simkins Ct,Palo Alto,CA,94303,2999000,6.0,2.5,Palo Alto,2670.0,7497.0,1984.0,21,1123.0,,Active,,,https://www.redfin.com/CA/Palo-Alto/2905-Simkins-Ct-94303/home/940064,San Francisco MLS,423908437,N,Y,37.4402962,-122.1175574,,4.0,,,,Laminate,,"Central, Fireplace(s)",Cable Available,2.0,8,8,9,,1123.0,2937386.0,21205.0,83,Very bikeable,26,Car-dependent,20,Minimal transit,Severe,Moderate,Moderate,Minimal,"Places2 groceries, 13 restaurants, 8 parksTransit21, 280, 81, ACE Orange, Bus Bridge, C - AM, C - PM, D - AM, D - PM, School 288, School 288L, School 288M, U","Oct 2, 2023",PendingSan Francisco MLS #423908437,NA,"Sep 9, 2023",Listed (Active)San Francisco MLS #423908437,2999000.0,,,,https://www.redfin.com/CA/Palo-Alto/2905-Simkins-Ct-94303/home/940064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1595 Hamilton Ave,Palo Alto,CA,94303,4500000,3.0,2.0,PALO ALTO,2286.0,11573.0,1946.0,23,1969.0,,Active,September-30-2023 01:30 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Palo-Alto/1595-Hamilton-Ave-94303/home/542605,MLSListings,ML81941073,N,Y,37.451465,-122.134752,Detached,2.0,,"Eat in Kitchen, Formal Dining Room",In Utility Room,"Hardwood, Tile",,Central Forced Air (Gas),Public Utilities,1.0,8,7,9,2.5,1969.0,,31818.0,75,Very bikeable,46,Car-dependent,35,Some transit,Minimal,Moderate,Moderate,Minimal,"Places5 groceries, 19 restaurants, 7 parksTransit21, 280, 281, 296, 397, 81, 83, Bus Bridge, School 288, School 288L, School 288M, U","Sep 7, 2023",Listed (Active)MLSListings #ML81941073,4500000.0,"Jun 22, 2020",Pending (Pending (Do Not Show))MLSListings #ML81792311,NA,"Jun 19, 2020",ContingentMLSListings #ML81792311,NA,https://www.redfin.com/CA/Palo-Alto/1595-Hamilton-Ave-94303/home/542605,,,,"Jun 15, 2020",Price ChangedMLSListings #ML81792311,4375000.0,"May 13, 2020",Listed (Active)MLSListings #ML81792311,4495000.0,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1144 Forest Ave,Palo Alto,CA,94301,8898000,5.0,4.5,PALO ALTO,3751.0,8470.0,2023.0,23,2372.0,,Active,,,https://www.redfin.com/CA/Palo-Alto/1144-Forest-Ave-94301/home/1796495,MLSListings,ML81941056,N,Y,37.4523509,-122.1479493,"Attached Garage, Electric Car Hookup, Gate/Door Opener, Off-Street Parking, On Street",1.0,"Dual Flush Toilet, Full on Ground Floor, Half on Ground Floor, Oversized Tub, Jack & Jill, Primary (Stall Shower(s)), Shower and Tub, Solid Surface, Split Bath, 2+ Stall Shower","Dining Area, Dining Bar, Eat in Kitchen","In Utility Room, Inside, Upper Floor, Washer/Dryer","Hardwood, Tile","Multi-Zone, Window/Wall Unit","Central Forced Air, Electric, Individual Room Controls",Public Utilities,2.0,8,7,9,2.5,2372.0,8744206.0,62914.0,77,Very bikeable,43,Car-dependent,39,Some transit,Minimal,Minor,Moderate,Minimal,"Places3 groceries, 20 restaurants, 8 parksTransit21, 280, 281, 296, 397, 81, 82, 83, 84, 88, M1 Shuttle, M1 Shuttle (City of Menlo Park), M4 Shuttle, M4 Shuttle (City of Menlo Park)","Sep 7, 2023",Listed (Active)MLSListings #ML81941056,8898000.0,"Jul 6, 2020",Pending (Pending (Do Not Show))MLSListings #ML81797793,NA,"Jun 22, 2020",Listed (Active)MLSListings #ML81797793,2998000.0,https://www.redfin.com/CA/Palo-Alto/1144-Forest-Ave-94301/home/1796495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,640 Forest Ave Unit C,Palo Alto,CA,94301,1399000,2.0,2.0,PALO ALTO,1154.0,,1959.0,23,1212.0,640.0,Active,September-30-2023 02:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Palo-Alto/640-Forest-Ave-94301/unit-C/home/1574674,MLSListings,ML81941047,N,Y,37.4482905,-122.1546478,"Carport, On Street",,,Dining Area,"Inside, Washer/Dryer",,Ceiling Fan,"Forced Air, Gas",Public Utilities,1.0,8,7,9,2.5,1222.0,1409985.0,,89,Very bikeable,84,Very walkable,48,Some transit,Minimal,Minimal,Moderate,Minimal,"Places1 grocery, 28 restaurants, 2 parksTransit21, 22, 280, 281, 296, 397, 81, 82, 83, 84, 88, B7, Bus Bridge, ECR, L1, L2, L3, L4, L5, L6, M1 Shuttle, M1 Shuttle (City of Menlo Park), M4 Shuttle, M4 Shuttle (City of Menlo Park), Rapid 522","Jun 8, 2020",Pending (Pending (Do Not Show))MLSListings #ML81791534,NA,"May 6, 2020",Listed (Active)MLSListings #ML81791534,1425000.0,,,,https://www.redfin.com/CA/Palo-Alto/640-Forest-Ave-94301/unit-C/home/1574674,"Common Area Electricity, Common Area Gas, Decks, Exterior Painting, Fencing, Garbage, Insurance (Common Area), Insurance (Earthquake), Insurance (Liability), Insurance (Structure), Management Fee, Water",Monthly,640 Forest Condominium Association,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1932 Emerson St,Palo Alto,CA,94301,11650000,6.0,6.0,PALO ALTO,5310.0,10000.0,2008.0,24,2194.0,,Active,,,https://www.redfin.com/CA/Palo-Alto/1932-Emerson-St-94301/home/1149457,MLSListings,ML81940883,N,Y,37.4330842,-122.1449551,"Attached Garage, Electric Car Hookup, Enclosed, Off-Street Parking, On Street, Room for Oversized Vehicle",2.0,"Bidet, Double Sinks, Full on Ground Floor, Marble, Jack & Jill, Primary (Tub w/ Jets), Shower and Tub, 2+ Showers Over Tubs","Dining Area in Living Room, Eat in Kitchen","Dryer, Electricity Hookup (110V), Inside, Upper Floor, Washer","Hardwood, Marble, Stone, Tile, Travertine",Central Forced Air,"Central Forced Air, Fireplace, Radiant Floors","Individual Electric Meters, Individual Gas Meters, Public Utilities",2.0,7,7,9,2.5,2194.0,,82373.0,100,/100Biker's paradise,77,Very walkable,45,Some transit,Minimal,Minimal,Moderate,Minimal,"Places4 groceries, 30 restaurants, 2 parksTransit21, 22, 280, 281, 296, 397, 89, Bus Bridge, Express 101, Express 102, Express 103, Express 104, L1, L2, L3, L6, M1 Shuttle, M1 Shuttle (City of Menlo Park), Rapid 522, School 288, School 288L, School 288M, U","Sep 6, 2023",Listed (Active)MLSListings #ML81940883,11650000.0,"Oct 16, 2015",Pending (Pending (Do Not Show))MLSListings #ML81517880,NA,"Oct 7, 2015",Listed (Active)MLSListings #ML81517880,7988000.0,https://www.redfin.com/CA/Palo-Alto/1932-Emerson-St-94301/home/1149457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,13650 Paseo Del Roble Dr,Los Altos Hills,CA,94022,7498000,4.0,3.5,LOS ALTOS HILLS,4580.0,66403.0,2002.0,25,1637.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Los-Altos-Hills/13650-Paseo-del-Roble-Dr-94022/home/1096085,MLSListings,ML81937030,N,Y,37.3804697,-122.1703945,Attached Garage,3.0,"Bidet, Double Sinks, Full on Ground Floor, Granite, Marble, Primary (Stall Shower(s)), Primary (Sunken Tub), Primary (Tub w/ Jets), 2+ Showers Over Tubs, Steam Shower","Dining Bar, Eat in Kitchen, Formal Dining Room, Skylight(s)","Dryer, In Utility Room, Tub/Sink, Upper Floor, Washer","Carpet, Hardwood, Marble, Stone, Tile",Central Forced Air,"Central Forced Air, Heating (2+ Zones)",Public Utilities,2.0,8,8,9,2.5,1637.0,7391658.0,53016.0,6,Somewhat bikeable,1,Car-dependent,,,Minimal,Moderate,Moderate,Minimal,"Places4 groceries, 16 restaurants, 17 parksTransit22, 286, 40, 52, 85, 87, 89, Express 101, Express 102, Express 103, Express 104, M1 Shuttle, M1 Shuttle (City of Menlo Park), Rapid 522, School 288, School 288L, School 288M, U","Sep 5, 2023",Listed (Active)MLSListings #ML81937030,7498000.0,,,,,,,https://www.redfin.com/CA/Los-Altos-Hills/13650-Paseo-del-Roble-Dr-94022/home/1096085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,55 Waverley Oaks,Palo Alto,CA,94301,8250000,3.0,3.5,PALO ALTO,3743.0,10030.0,1928.0,27,2204.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:30 PM,https://www.redfin.com/CA/Palo-Alto/55-Waverley-Oaks-94301/home/1338723,MLSListings,ML81940669,N,Y,37.434209,-122.1403195,"Attached Garage, On Street",2.0,,Formal Dining Room,,,Central Forced Air,"Central Forced Air, Fireplace",Public Utilities,3.0,7,7,9,2.5,2204.0,8212043.0,59066.0,100,/100Biker's paradise,67,Somewhat walkable,42,Some transit,Minimal,Minimal,Moderate,Minimal,"Places2 groceries, 29 restaurants, 5 parksTransit21, 22, 280, 81, 89, Bus Bridge, Express 101, Express 102, Express 103, Express 104, L1, L2, L3, L6, M1 Shuttle, M1 Shuttle (City of Menlo Park), Rapid 522, School 288, School 288L, School 288M, U","Sep 3, 2023",Listed (Active)MLSListings #ML81940669,8250000.0,"May 5, 2022",Pending (Pending (Do Not Show))MLSListings #ML81885787,NA,"May 3, 2022",Listed (Active)MLSListings #ML81885787,7488000.0,https://www.redfin.com/CA/Palo-Alto/55-Waverley-Oaks-94301/home/1338723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,4037 Park Blvd,Palo Alto,CA,94306,3399888,4.0,3.0,PALO ALTO,2125.0,6620.0,2022.0,28,1600.0,,Active,September-30-2023 02:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Palo-Alto/4037-Park-Blvd-94306/home/1338943,MLSListings,ML81939780,N,Y,37.418454,-122.1253466,Attached Garage,2.0,"Double Sinks, Marble, Primary (Stall Shower(s))",No Formal Dining Room,Washer/Dryer,Hardwood,Central Forced Air,"Fireplace, Forced Air",Public Utilities,1.0,7,8,9,2.5,1600.0,3346338.0,24341.0,100,/100Biker's paradise,68,Somewhat walkable,40,Some transit,Minimal,Minimal,Moderate,Minimal,"Places5 groceries, 21 restaurants, 9 parksTransit21, 22, 89, Express 101, Express 102, Express 103, Express 104, Rapid 522, School 288, School 288L, School 288M","Sep 2, 2023",Listed (Active)MLSListings #ML81939780,3399888.0,"Aug 10, 2020",Pending (Pending (Do Not Show))MLSListings #ML81801078,NA,"Jul 23, 2020",Price ChangedMLSListings #ML81801078,1795000.0,https://www.redfin.com/CA/Palo-Alto/4037-Park-Blvd-94306/home/1338943,,,,"Jul 14, 2020",Listed (Active)MLSListings #ML81801078,1895000.0,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1741 Cowper St,Palo Alto,CA,94301,5495000,3.0,2.5,PALO ALTO,2273.0,6999.0,1926.0,30,2418.0,,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Palo-Alto/1741-Cowper-St-94301/home/591817,MLSListings,ML81940375,N,Y,37.4385399,-122.143336,Detached,2.0,"Primary (Stall Shower(s)), Shower Over Tub, Stone, Updated Bath(s)","Eat in Kitchen, Formal Dining Room","Inside, Washer/Dryer","Carpet, Hardwood",,Central Forced Air (Gas),Public Utilities,1.0,7,7,9,2.5,2418.0,5576250.0,38853.0,91,Biker's paradise,50,Somewhat walkable,32,Some transit,Minimal,Minimal,Moderate,Minimal,"Places1 grocery, 19 restaurants, 8 parksTransit21, 22, 280, 281, 296, 397, 81, 89, Bus Bridge, Express 101, Express 102, Express 103, Express 104, L1, L2, L3, L6, M1 Shuttle, M1 Shuttle (City of Menlo Park), Rapid 522, School 288, School 288L, School 288M, U","Sep 22, 2023",Price ChangedMLSListings #ML81940375,5495000.0,"Aug 31, 2023",Listed (Active)MLSListings #ML81940375,5850000.0,"Nov 1, 2015",Pending (Pending (Do Not Show))MLSListings #ML81519846,NA,https://www.redfin.com/CA/Palo-Alto/1741-Cowper-St-94301/home/591817,,,,"Oct 22, 2015",Listed (Active)MLSListings #ML81519846,3995000.0,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,519 Georgia Ave,Palo Alto,CA,94306,4595000,5.0,4.5,PALO ALTO,2755.0,6734.0,2023.0,30,1668.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Palo-Alto/519-Georgia-Ave-94306/home/607048,MLSListings,ML81936749,N,Y,37.4107701,-122.1270769,Uncovered Parking,,"Double Sinks, Full on Ground Floor, Half on Ground Floor, Oversized Tub, Primary - Oversized Tub, Primary (Stall Shower(s)), Shower Over Tub, Stall Shower, 2+ Stall Shower, Tub in Master Bedroom","Breakfast Bar, Dining Area in Living Room, Eat in Kitchen, Skylight(s)","Electricity Hookup (220V), In Utility Room, Inside",Other (See Remarks),"Central Forced Air, Other (See Remarks)",Central Forced Air (Gas),Public Utilities,1.0,8,8,9,2.5,1668.0,4516802.0,32490.0,92,Biker's paradise,72,Very walkable,41,Some transit,Minimal,Minimal,Moderate,Minimal,"Places5 groceries, 27 restaurants, 5 parksTransit21, 22, 40, 89, C - AM, C - PM, C - PM Concert, D - AM, D - PM, Express 101, Express 102, Express 103, Express 104, Rapid 522, School 288, School 288L, School 288M","Aug 31, 2023",Listed (Active)MLSListings #ML81936749,4595000.0,,,,,,,https://www.redfin.com/CA/Palo-Alto/519-Georgia-Ave-94306/home/607048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),676-680 Colorado Ave,Palo Alto,CA,94306,3080000,4.0,3.5,PALO ALTO,1395.0,5350.0,1948.0,32,2208.0,,Active,,,https://www.redfin.com/CA/Palo-Alto/676-Colorado-Ave-94306/home/1799164,MLSListings,ML81940231,N,Y,37.432529,-122.128983,"Detached, Off-Street Parking",2.0,,,Washer/Dryer (Some Units),"Hardwood, Tile",,Central Forced Air (Gas),"Individual Gas Meters, Public Utilities",1.0,8,8,9,2.5,2208.0,2970834.0,22051.0,97,Biker's paradise,77,Very walkable,31,Some transit,Moderate,Moderate,Moderate,Minimal,"Places2 groceries, 16 restaurants, 5 parksTransit21, 22, 280, 81, 89, Bus Bridge, Express 101, Express 102, Express 103, Express 104, L1, L2, L3, L6, Rapid 522, School 288, School 288L, School 288M, U","Aug 29, 2023",Listed (Active)MLSListings #ML81940231,3080000.0,"Mar 7, 2022",Pending (Pending (Do Not Show))MLSListings #ML81878767,NA,"Feb 17, 2022",Listed (Active)MLSListings #ML81878767,2828000.0,https://www.redfin.com/CA/Palo-Alto/676-Colorado-Ave-94306/home/1799164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,631 Lytton Ave #1,Palo Alto,CA,94301,1290000,2.0,2.0,PALO ALTO,1167.0,,1977.0,36,1105.0,1195.0,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Palo-Alto/631-Lytton-Ave-94301/unit-1/home/620344,MLSListings,ML81939803,N,Y,37.450912,-122.1590086,Underground Parking,,"Primary (Stall Shower(s)), Shower Over Tub, Tile",Dining Area in Living Room,Inside,"Carpet, Hardwood",Other (See Remarks),"Central Forced Air, Heat Pump",Individual Electric Meters,1.0,8,7,9,2.5,1105.0,1265012.0,10316.0,93,Biker's paradise,89,Very walkable,52,Good transit,Minimal,Minimal,Moderate,Minimal,"Places2 groceries, 31 restaurants, 1 parkTransit21, 22, 280, 281, 296, 397, 81, 82, 83, 84, 88, B7, Bus Bridge, ECR, L1, L2, L3, L4, L5, L6, M1 Shuttle, M1 Shuttle (City of Menlo Park), M4 Shuttle, M4 Shuttle (City of Menlo Park), Rapid 522","Sep 28, 2023",Price ChangedMLSListings #ML81939803,1290000.0,"Aug 25, 2023",Listed (Active)MLSListings #ML81939803,1299000.0,"Dec 21, 2000",Listing RemovedMLSListings #ML80045530,NA,https://www.redfin.com/CA/Palo-Alto/631-Lytton-Ave-94301/unit-1/home/620344,"Cable/Dish, Common Area Electricity, Decks, Exterior Painting, Fencing, Garbage, Heating, Hot Water, Insurance, Insurance (Common Area), Insurance (Earthquake), Insurance (Hazard), Insurance (Liability), Landscaping/Gardening, Maintenance (Common Area), Maintenance (Exterior), Management Fee, Roof, Water",Monthly,Common Interest MGMT Services,"Oct 25, 2000",ListedMLSListings #ML80045530,649000.0,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,44 Roosevelt Cir,Palo Alto,CA,94306,2899000,3.0,2.0,PALO ALTO,1573.0,13429.0,1951.0,36,1843.0,,Active,,,https://www.redfin.com/CA/Palo-Alto/44-Roosevelt-Cir-94306/home/1762151,MLSListings,ML81939800,N,Y,37.4180322,-122.1222852,Carport,,,Dining Area in Family Room,,,Window/Wall Unit,"Fireplace, Individual Room Controls",Public Utilities,1.0,8,8,9,2.5,1843.0,2870933.0,20755.0,100,/100Biker's paradise,73,Very walkable,40,Some transit,Minimal,Minimal,Moderate,Minimal,"Places5 groceries, 22 restaurants, 8 parksTransit21, 22, C - AM, C - PM, C - PM Concert, D - AM, D - PM, Express 101, Express 102, Express 103, L1, L2, L3, L6, Rapid 522, School 288, School 288L, School 288M","Aug 25, 2023",Listed (Active)MLSListings #ML81939800,2899000.0,,,,,,,https://www.redfin.com/CA/Palo-Alto/44-Roosevelt-Cir-94306/home/1762151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,3877 El Camino Real #03,Palo Alto,CA,94306,1588000,2.0,2.0,Not Listed,1021.0,,2023.0,37,1555.0,759.0,Active,September-30-2023 12:00 AM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Palo-Alto/3877-El-Camino-Real-94306/unit-03/home/187060089,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41037070,N,Y,37.4175513,-122.1307371,,2.0,,,,"Hardwood, Tile",Central Air,"Electric, Forced Air",,,7,8,9,3.0,1555.0,1572432.0,11987.0,96,Biker's paradise,86,Very walkable,40,Some transit,NA,NA,NA,NA,"Places5 groceries, 25 restaurants, 5 parksTransit21, 22, 89, Bus Bridge, Express 101, Express 102, Express 103, Express 104, L1, L2, L3, L6, Rapid 522, School 288, School 288L, School 288M","Sep 14, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41037070",1588000.0,"Aug 24, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41037070",1680000.0,,,,https://www.redfin.com/CA/Palo-Alto/3877-El-Camino-Real-94306/unit-03/home/187060089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
