SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,PARK_DESCRIPTION,HAS_GARAGE,DINNING_DESC,COOLING_FEATURES,HEATING_FEATURES,UTILITIES,NUM_STORIES,FEES_INCLUDE,HOA_NAME,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,BUYER_AGENCY_COMPENSATION,PRICE_PR_SQFT,REDFIN_ESTIMATE,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Transit Score,Transit Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,url,HOA_FEE_FREQ,BATH_DESCRIPTION,LAUNDARY_FEATURES,FLOORING_FEATURES,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY6_PRICE,PRICE_HISTORY7_EVENT_DATE,PRICE_HISTORY7_EVENT_TYPE,PRICE_HISTORY7_PRICE,PRICE_HISTORY8_EVENT_DATE,PRICE_HISTORY8_PRICE,PRICE_HISTORY9_EVENT_DATE,PRICE_HISTORY9_PRICE,PRICE_HISTORY10_EVENT_DATE,PRICE_HISTORY10_PRICE,PRICE_HISTORY8_EVENT_TYPE
MLS Listing,,Single Family Residential,2220 Via Santa Elena,Morgan Hill,CA,95037,2988888,5.0,5.5,MORGAN HILL,4477.0,12220.0,2019.0,59.0,668.0,375.0,Active,October-1-2023 11:00 AM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Morgan-Hill/2220-Via-Santa-Elena-95037/home/168907961,MLSListings,ML81937042,N,Y,37.1618588,-121.6332566,Attached Garage,3.0,"Dining Area, Eat in Kitchen","Central Forced Air, Multi-Zone","Central Forced Air, Fireplace, Heating (2+ Zones)","Individual Electric Meters, Individual Gas Meters, Public Utilities, Solar Panels - Owned",2.0,"Common Area Electricity, Common Area Gas, Insurance (Common Area), Landscaping/Gardening, Maintenance (Common Area), Management Fee, Pools, Spa, or Tennis, Recreation Facility, Reserves",Homeowner Association Services,6,5,8,2.5,668.0,2940942.0,21508.0,31,Somewhat bikeable,0,Car-dependent,9,Minimal transit,Minimal,Severe,Moderate,Minimal,"Places5 groceries, 37 restaurants, 5 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Sep 1, 2023",Price ChangedMLSListings #ML81937042,2988888.0,"Aug 2, 2023",Listed (Active)MLSListings #ML81937042,3280850.0,,,,,,,https://www.redfin.com/CA/Morgan-Hill/2220-Via-Santa-Elena-95037/home/168907961,Monthly,"Double Sinks, Primary (Stall Shower(s)), 2+ Showers Over Tubs, 2+ Stall Shower, Tile, Tub in Master Bedroom, 2+ Tubs, Updated Bath(s)","Dryer, Electricity Hookup (220V), Hookup (Gas Dryer), In Utility Room, Inside, Tub/Sink, Upper Floor, Washer, Washer/Dryer","Carpet, Hardwood, Tile",,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,16981 Sara Jane Ln,Morgan Hill,CA,95037,949000,3.0,2.0,MORGAN HILL,1446.0,3663.0,1977.0,61.0,656.0,220.0,Active,,,https://www.redfin.com/CA/Morgan-Hill/16981-Sara-Jane-Ln-95037/home/1171694,MLSListings,ML81936696,N,Y,37.1463166,-121.5965961,Attached Garage,2.0,Formal Dining Room,Central Forced Air,Gas,Public Utilities,1.0,Other (See Remarks),Morning Sun Terrace Homeowners Assoc.,6,5,5,2.5,656.0,948929.0,6930.0,5,Somewhat bikeable,10,Car-dependent,0,Minimal transit,Minimal,Severe,Moderate,Minimal,"Places8 groceries, 20 restaurants, 5 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Aug 16, 2023",Price ChangedMLSListings #ML81936696,949000.0,"Jul 31, 2023",Listed (Active)MLSListings #ML81936696,959000.0,"Jan 4, 2002",Listing RemovedMLSListings #ML80159570,NA,"Nov 6, 2001",ListedMLSListings #ML80159570,399999.0,https://www.redfin.com/CA/Morgan-Hill/16981-Sara-Jane-Ln-95037/home/1171694,Monthly,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,18143 Rebollo Ln,Morgan Hill,CA,95037,895500,3.0,2.5,,1480.0,,2023.0,62.0,605.0,378.0,Active,,,https://www.redfin.com/CA/Morgan-Hill/18143-Rebollo-Ln-95037/home/181220694,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41034603,N,Y,37.139286,-121.661552,,2.0,,Zoned,"Zoned, Solar","All Electric, All Public Utilities, Cable Available, Individual Electric Meter",,,,6,5,8,3.0,605.0,894601.0,6710.0,72,Very bikeable,50,Somewhat walkable,35,Some transit,NA,NA,NA,NA,"Places5 groceries, 16 restaurants, 2 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Sep 26, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41034603",895500.0,"Aug 14, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41034603",949500.0,"Jul 30, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41034603",989960.0,,,,https://www.redfin.com/CA/Morgan-Hill/18143-Rebollo-Ln-95037/home/181220694,,,,"Laminate, Carpet",,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,16195 Church St,Morgan Hill,CA,95037,1339999,5.0,2.5,MORGAN HILL,2236.0,9827.0,1956.0,65.0,599.0,,Active,,,https://www.redfin.com/CA/Morgan-Hill/16195-Church-St-95037/home/560216,MLSListings,ML81936375,N,Y,37.1160751,-121.6425258,Attached Garage,1.0,No Formal Dining Room,Central Forced Air,Forced Air,Public Utilities,1.0,,,5,5,8,2.5,599.0,1349673.0,9475.0,79,Very bikeable,72,Very walkable,35,Some transit,Minimal,Major,Moderate,Minimal,"Places3 groceries, 26 restaurants, 0 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Aug 24, 2023",Price ChangedMLSListings #ML81936375,1339999.0,"Jul 27, 2023",Listed (Active)MLSListings #ML81936375,1389999.0,"Apr 22, 2022",Pending (Pending (Do Not Show))MLSListings #ML81888003,NA,"Apr 21, 2022",Listed (Active)MLSListings #ML81888003,1199999.0,https://www.redfin.com/CA/Morgan-Hill/16195-Church-St-95037/home/560216,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,17481 Holiday Dr,Morgan Hill,CA,95037,1198000,4.0,2.0,MORGAN HILL,2472.0,23572.0,1977.0,68.0,485.0,88.0,Active,,,https://www.redfin.com/CA/Morgan-Hill/17481-Holiday-Dr-95037/home/1750194,MLSListings,ML81935464,N,Y,37.1548022,-121.6045309,Attached Garage,2.0,Dining Area in Living Room,Ceiling Fan,Central Forced Air (Gas),Public Utilities,2.0,"Insurance (Common Area), Maintenance (Common Area), Maintenance (Road)",Holiday Lake Estates,6,5,5,2.5,485.0,1173005.0,8559.0,8,Somewhat bikeable,0,Car-dependent,,,Minimal,Major,Moderate,Minimal,"Places7 groceries, 26 restaurants, 8 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Sep 8, 2023",Price ChangedMLSListings #ML81935464,1198000.0,"Aug 18, 2023",Price ChangedMLSListings #ML81935464,1250000.0,"Jul 24, 2023",Listed (Active)MLSListings #ML81935464,1288000.0,,,,https://www.redfin.com/CA/Morgan-Hill/17481-Holiday-Dr-95037/home/1750194,Monthly,"Double Sinks, 2+ Showers Over Tubs, Tile","Inside, Washer/Dryer","Carpet, Laminate, Tile, Vinyl/Linoleum",,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,17055 Oak Leaf Dr,Morgan Hill,CA,95037,2638000,3.0,3.5,MORGAN HILL,3788.0,28097.0,2017.0,68.0,696.0,,Active,,,https://www.redfin.com/CA/Morgan-Hill/17055-Oak-Leaf-Dr-95037/home/61794529,MLSListings,ML81935954,N,Y,37.1457896,-121.5983124,"Attached Garage, Electric Car Hookup, Room for Oversized Vehicle",4.0,Dining Area,Central Forced Air,Central Forced Air (Gas),"Individual Electric Meters, Individual Gas Meters, Public Utilities, Solar Panels - Owned",2.0,,,NA,5,5,2.5,696.0,2568889.0,18652.0,6,Somewhat bikeable,7,Car-dependent,0,Minimal transit,Minimal,Severe,Moderate,Minimal,"Places8 groceries, 19 restaurants, 5 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Aug 14, 2023",Price ChangedMLSListings #ML81935954,2638000.0,"Aug 1, 2023",Price ChangedMLSListings #ML81935954,2688000.0,"Jul 24, 2023",Listed (Active)MLSListings #ML81935954,2749000.0,,,,https://www.redfin.com/CA/Morgan-Hill/17055-Oak-Leaf-Dr-95037/home/61794529,,,"Electricity Hookup (220V), Inside, Tub/Sink","Carpet, Tile, Wood",,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,18224 Hale Ave Unit E,Morgan Hill,CA,95037,669000,2.0,1.5,MORGAN HILL,952.0,1097.0,1976.0,70.0,703.0,310.0,Active,,,https://www.redfin.com/CA/Morgan-Hill/18224-Hale-Ave-95037/unit-E/home/1238104,MLSListings,ML81935898,N,Y,37.1379536,-121.664949,"Assigned Spaces, Carport, Guest/Visitor Parking",,"Eat in Kitchen, No Formal Dining Room",Other (See Remarks),Central Forced Air,"Individual Electric Meters, Individual Gas Meters, Public Utilities",2.0,"Fencing, Insurance (Common Area), Maintenance (Exterior)",Del Monte Village HOA,4,5,8,2.5,703.0,666277.0,5040.0,57,Bikeable,30,Car-dependent,35,Some transit,Minimal,Extreme,Moderate,Minimal,"Places3 groceries, 17 restaurants, 4 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Jul 31, 2023",Price ChangedMLSListings #ML81935898,669000.0,"Jul 22, 2023",Listed (Active)MLSListings #ML81935898,739950.0,"Jun 16, 2020",ContingentMLSListings #ML81793252,NA,"Jun 3, 2020",Price ChangedMLSListings #ML81793252,479000.0,https://www.redfin.com/CA/Morgan-Hill/18224-Hale-Ave-95037/unit-E/home/1238104,Monthly,,"Inside, Washer/Dryer","Carpet, Laminate","May 20, 2020",Listed (Active)MLSListings #ML81793252,499000.0,,,,,,,,,,,,,
MLS Listing,,Vacant Land,150 Kalana Ave,Morgan Hill,CA,95037,750000,,,MORGAN HILL,,422532.0,,72.0,,,Active,,,https://www.redfin.com/CA/Morgan-Hill/150-Kalana-Ave-95037/home/186161226,MLSListings,ML81935672,N,Y,37.174231,-121.7085908,,,,,,"Electricity (On Site), Gas (On Site)",,,,4,5,8,2.5,,731448.0,5303.0,25,Somewhat bikeable,1,Car-dependent,,,Minimal,Extreme,Moderate,Minimal,"Places4 groceries, 26 restaurants, 6 parksTransit42, 68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Jul 20, 2023",Listed (Active)MLSListings #ML81935672,750000.0,,,,,,,,,,https://www.redfin.com/CA/Morgan-Hill/150-Kalana-Ave-95037/home/186161226,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,3757 Ridgeview Ct,Morgan Hill,CA,95037,1799000,4.0,2.5,MORGAN HILL,3012.0,55720.0,1989.0,79.0,597.0,38.0,Active,,,https://www.redfin.com/CA/Morgan-Hill/3757-Ridgeview-Ct-95037/home/1394926,MLSListings,ML81934846,N,Y,37.1473382,-121.5900205,"Attached Garage, Workshop in Garage",3.0,Formal Dining Room,Central Forced Air,Central Forced Air (Gas),"Natural Gas, Public Utilities",1.0,"Management Fee, Pools, Spa, or Tennis, Recreation Facility, Reserves",Jackson Oaks Homeowners Association,NA,5,5,2.5,597.0,1762051.0,12758.0,3,Somewhat bikeable,0,Car-dependent,0,Minimal transit,Minimal,Severe,Moderate,Minimal,"Places9 groceries, 18 restaurants, 5 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Aug 4, 2023",Price ChangedMLSListings #ML81934846,1799000.0,"Jul 13, 2023",Listed (Active)MLSListings #ML81934846,1900000.0,"May 13, 2009",Listing RemovedMLSListings #ML80911414,NA,"Apr 12, 2009",ContingentMLSListings #ML80911414,NA,https://www.redfin.com/CA/Morgan-Hill/3757-Ridgeview-Ct-95037/home/1394926,Annually,,,,"Mar 5, 2009",ListedMLSListings #ML80911414,925000.0,,,,,,,,,,,,,
MLS Listing,,Vacant Land,1655 W Edmundson Ave,Morgan Hill,CA,95037,2198800,,,MORGAN HILL,,373744.0,,86.0,,,Active,,,https://www.redfin.com/CA/Morgan-Hill/1655-W-Edmundson-Ave-95037/home/185972863,MLSListings,ML81934068,N,Y,37.1014521,-121.6684993,,,,,,"Electricity (On Site), Gas (On Site)",,,,5,5,8,2.5,,2005956.0,15547.0,12,Somewhat bikeable,2,Car-dependent,,,Minimal,Extreme,Moderate,Minimal,"Places5 groceries, 21 restaurants, 6 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Jul 6, 2023",Listed (Active)MLSListings #ML81934068,2198800.0,"Jun 30, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41031864",2198800.0,,,,,,,https://www.redfin.com/CA/Morgan-Hill/1655-W-Edmundson-Ave-95037/home/185972863,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Other,000 Poli Rd,Morgan Hill,CA,95037,199000,,,MORGAN HILL,,580654.0,,87.0,,,Active,,,https://www.redfin.com/CA/MORGAN-HILL/000-Poli-RD-95037/home/181159185,MLSListings,ML81933873,N,Y,37.1305012,-121.6543901,,,,,,,,,,NA,NA,NA,2.5,,,1407.0,83,Very bikeable,88,Very walkable,39,Some transit,NA,NA,NA,NA,"Places1 grocery, 36 restaurants, 2 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Jul 5, 2023",Listed (Active)MLSListings #ML81933873,199000.0,,,,,,,,,,https://www.redfin.com/CA/MORGAN-HILL/000-Poli-RD-95037/home/181159185,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Vacant Land,18200 Christeph Dr,Morgan Hill,CA,95037,1225000,,,MORGAN HILL,,47539.0,,94.0,,,Active,,,https://www.redfin.com/CA/Morgan-Hill/18200-Christeph-Dr-95037/home/168908363,MLSListings,ML81933453,N,Y,37.135724,-121.669481,,,,,,"Electricity (Available at Street), Gas (Available at Street), Public Utilities",,,,4,5,8,2.5,,1080764.0,8662.0,13,Somewhat bikeable,27,Car-dependent,33,Some transit,Severe,Extreme,Moderate,Minimal,"Places2 groceries, 14 restaurants, 5 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Jun 28, 2023",Listed (Active)MLSListings #ML81933453,1225000.0,,,,,,,,,,https://www.redfin.com/CA/Morgan-Hill/18200-Christeph-Dr-95037/home/168908363,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Vacant Land,0 Llagas Rd,Morgan Hill,CA,95037,899000,,,MORGAN HILL,,10018800.0,,114.0,,,Active,,,https://www.redfin.com/CA/Morgan-Hill/Llagas-Rd-95037/home/12461857,MLSListings,ML81931175,N,Y,37.133807,-121.682331,,,,,,Other (See Remarks),,,,4,5,8,3.0,,813268.0,6356.0,2,Somewhat bikeable,7,Car-dependent,16,Minimal transit,Severe,Extreme,Moderate,Minimal,"Places3 groceries, 12 restaurants, 6 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Jun 8, 2023",Listed (Active)MLSListings #ML81931175,899000.0,,,,,,,,,,https://www.redfin.com/CA/Morgan-Hill/Llagas-Rd-95037/home/12461857,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,16715 Rita Dr,Morgan Hill,CA,95037,659000,2.0,2.0,MORGAN HILL,915.0,2276.0,1995.0,116.0,720.0,220.0,Active,,,https://www.redfin.com/CA/Morgan-Hill/16715-Rita-Dr-95037/home/1171724,MLSListings,ML81929636,N,Y,37.1264347,-121.6361756,Attached Garage,1.0,Eat in Kitchen,Central Forced Air,Central Forced Air,Public Utilities,1.0,"Maintenance (Common Area), Pools, Spa, or Tennis",Modern Management,5,5,8,2.5,720.0,677464.0,4880.0,61,Bikeable,46,Car-dependent,29,Some transit,Minimal,Moderate,Moderate,Minimal,"Places6 groceries, 26 restaurants, 3 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Sep 16, 2023",Price ChangedMLSListings #ML81929636,659000.0,"Sep 2, 2023",Price ChangedMLSListings #ML81929636,665000.0,"Jul 10, 2023",Price ChangedMLSListings #ML81929636,669000.0,"Jun 6, 2023",Price ChangedMLSListings #ML81929636,689999.0,https://www.redfin.com/CA/Morgan-Hill/16715-Rita-Dr-95037/home/1171724,Monthly,"Shower Over Tub, Stall Shower",In Garage,Laminate,"Jun 6, 2023",Listed (Active)MLSListings #ML81929636,699999.0,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,7360 Croy Rd,Morgan Hill,CA,95037,1350000,5.0,4.0,MORGAN HILL,3616.0,766656.0,1994.0,117.0,373.0,,Active,October-1-2023 02:30 PM,October-1-2023 04:30 PM,https://www.redfin.com/CA/Morgan-Hill/7360-Croy-Rd-95037/home/11893823,MLSListings,ML81927537,N,Y,37.083354,-121.769898,"Attached Garage, Electric Gate, Gate/Door Opener, Parking Area, Room for Oversized Vehicle, Workshop in Garage",2.0,"Dining Area, Formal Dining Room","Ceiling Fan, Central Forced Air, Multi-Zone","Forced Air, Heating (2+ Zones), Propane",Public Utilities,2.0,,,5,5,8,2.5,373.0,1348834.0,9545.0,,,0,Car-dependent,,,Minimal,Moderate,Minor,Minimal,"Places7 groceries, 6 restaurants, 25 parksTransit68, 71, 72, 72W, 75, 87, Rapid 568","Aug 15, 2023",Price ChangedMLSListings #ML81927537,1350000.0,"Jun 5, 2023",Listed (Active)MLSListings #ML81927537,1498000.0,"Sep 4, 2019",Listing RemovedSDMLS #301599352,NA,"Aug 1, 2019",,NA,https://www.redfin.com/CA/Morgan-Hill/7360-Croy-Rd-95037/home/11893823,,"Double Sinks, Full on Ground Floor, Oversized Tub, Primary (Tub w/ Jets), Shower and Tub, 2+ Showers Over Tubs, 2+ Stall Shower, Tub in Master Bedroom, Updated Bath(s)","Electricity Hookup (110V), Inside","Carpet, Granite, Tile, Wood",,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,16391 Reynolds Dr,Morgan Hill,CA,95037,4750000,4.0,5.0,MORGAN HILL,6282.0,90571.0,1999.0,120.0,756.0,,Active,,,https://www.redfin.com/CA/Morgan-Hill/16391-Reynolds-Dr-95037/home/1017565,MLSListings,ML81930009,N,Y,37.1036673,-121.6812874,Attached Garage,4.0,"Eat in Kitchen, Formal Dining Room","Central Forced Air, Window/Wall Unit",Central Forced Air,"Propane On Site, Public Utilities",2.0,,,5,5,8,2.5,756.0,4544987.0,33585.0,,,0,Car-dependent,,,Major,Major,Moderate,Minimal,"Places5 groceries, 21 restaurants, 10 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Aug 7, 2023",Price ChangedMLSListings #ML81930009,4750000.0,"Jun 2, 2023",Listed (Active)MLSListings #ML81930009,4950000.0,"Aug 27, 2001",Listing RemovedMLSListings #ML80141041,NA,"Jul 21, 2001",ListedMLSListings #ML80141041,3800000.0,https://www.redfin.com/CA/Morgan-Hill/16391-Reynolds-Dr-95037/home/1017565,,"Double Sinks, Full on Ground Floor, Half on Ground Floor, Jack & Jill, Primary (Stall Shower(s)), Primary (Tub w/ Jets), 2+ Showers Over Tubs, 2+ Stall Shower, Steam Shower, Tile","In Utility Room, Tub/Sink, Upper Floor","Carpet, Hardwood, Tile, Travertine",,,,,,,,,,,,,,,,
MLS Listing,,Other,15900 Summit Rd,Watsonville,CA,95076,750000,,,WATSONVILLE,,696960.0,,122.0,,,Active,,,https://www.redfin.com/CA/Watsonville/15900-Summit-Rd-95076/home/187551024,MLSListings,ML81930129,N,Y,37.0613129,-121.7843064,,,,,,"Gas (Not On Site), Other (See Remarks)",,,,6,5,5,3.0,,658179.0,5303.0,5,Somewhat bikeable,0,Car-dependent,,,Minimal,Severe,Minimal,Minimal,"Places11 groceries, 10 restaurants, 20 parksTransit71, 72, 72W, 75","Sep 16, 2023",Price ChangedMLSListings #ML81930129,750000.0,"May 31, 2023",Listed (Active)MLSListings #ML81930129,850000.0,,,,,,,https://www.redfin.com/CA/Watsonville/15900-Summit-Rd-95076/home/187551024,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1779 Pinion Way,Morgan Hill,CA,95037,799999,2.0,2.0,MORGAN HILL,1280.0,4390.0,1991.0,134.0,625.0,505.0,Active,,,https://www.redfin.com/CA/Morgan-Hill/1779-Pinion-Way-95037/home/752721,MLSListings,ML81928943,N,Y,37.135874,-121.621367,"Attached Garage, Guest/Visitor Parking, On Street",2.0,No Formal Dining Room,"Ceiling Fan, Central Forced Air",Central Forced Air,Public Utilities,1.0,"Landscaping/Gardening, Maintenance (Common Area), Maintenance (Road), Pools, Spa, or Tennis, Roof",Pine Tree Villas Home Owners Assoc.,6,5,5,2.5,625.0,810544.0,6161.0,55,Bikeable,38,Car-dependent,0,Minimal transit,Minimal,Extreme,Moderate,Minimal,"Places7 groceries, 21 restaurants, 4 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Aug 28, 2023",Price ChangedMLSListings #ML81928943,799999.0,"Aug 13, 2023",Price ChangedMLSListings #ML81928943,811000.0,"Aug 4, 2023",Price ChangedMLSListings #ML81928943,812000.0,"Jul 28, 2023",Price ChangedMLSListings #ML81928943,813000.0,https://www.redfin.com/CA/Morgan-Hill/1779-Pinion-Way-95037/home/752721,Monthly,"Full on Ground Floor, Oversized Tub, Primary - Oversized Tub, Primary (Tub w/ Jets), Shower Over Tub, Stall Shower, Tub in Master Bedroom",Inside,"Carpet, Hardwood, Vinyl/Linoleum","Jul 23, 2023",Price ChangedMLSListings #ML81928943,814000.0,"Jun 29, 2023",Price ChangedMLSListings #ML81928943,815000.0,"May 19, 2023",Listed (Active)MLSListings #ML81928943,825000.0,,,,,,,
MLS Listing,,Single Family Residential,17101 Kruse Ranch Ln,Morgan Hill,CA,95037,3850000,4.0,2.5,MORGAN HILL,2600.0,1721926.0,1989.0,137.0,1481.0,,Active,,,https://www.redfin.com/CA/Morgan-Hill/17101-Kruse-Ranch-Ln-95037/home/173278714,MLSListings,ML81927718,N,Y,37.143769,-121.60768,Attached Garage,3.0,Formal Dining Room,,"Central Forced Air (Gas), Propane","Propane On Site, Public Utilities",1.0,,,NA,5,5,2.5,1481.0,,27222.0,12,Somewhat bikeable,5,Car-dependent,0,Minimal transit,Minimal,Severe,Moderate,Minimal,"Places8 groceries, 20 restaurants, 5 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Jul 25, 2023",Listed (Active)MLSListings #ML81936093,3850000.0,"May 16, 2023",Listed (Active)MLSListings #ML81927718,3850000.0,,,,,,,https://www.redfin.com/CA/Morgan-Hill/17101-Kruse-Ranch-Ln-95037/home/173278714,,"Double Sinks, Primary - Oversized Tub, Stall Shower","Electricity Hookup (220V), Hookup (Gas Dryer), Tub/Sink","Carpet, Hardwood, Tile",,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,16000 Mt. Madonna Rd,Los Gatos,CA,95033,1250000,2.0,1.0,LOS GATOS,1000.0,1742400.0,1970.0,140.0,1250.0,,Active,,,https://www.redfin.com/CA/Los-Gatos/16000-Mt-Madonna-Rd-95033/home/21841956,MLSListings,ML81928163,N,Y,37.067282,-121.7958087,Detached,2.0,"Dining ""L"", No Formal Dining Room",,Forced Air,"Generator, Propane On Site, Solar Panels - Owned",1.0,,,6,5,5,2.5,1250.0,1166265.0,8838.0,2,Somewhat bikeable,0,Car-dependent,,,Severe,Severe,Minimal,Minimal,"Places9 groceries, 10 restaurants, 21 parksTransit71, 72, 72W, 75","Jul 8, 2023",Listed (Active)MLSListings #ML81934351,1250000.0,"Jun 30, 2023",Price ChangedMLSListings #ML81928163,1250000.0,"May 13, 2023",Listed (Active)MLSListings #ML81928163,1450000.0,,,,https://www.redfin.com/CA/Los-Gatos/16000-Mt-Madonna-Rd-95033/home/21841956,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Vacant Land,3005 Tohara,Morgan Hill,CA,95037,599900,,,MORGAN HILL,,118047.0,,150.0,,,Active,,,https://www.redfin.com/CA/Morgan-Hill/3005-Tohara-Way-95037/home/1017169,MLSListings,ML81926785,N,Y,37.083799,-121.682802,,,,,,"Electricity (Available at Street), Gas (Available at Street), Public Utilities",,,,6,5,5,2.5,,558930.0,4242.0,,,0,Car-dependent,,,Minimal,Moderate,Moderate,Minimal,"Places2 groceries, 17 restaurants, 13 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Sep 18, 2023",Price ChangedMLSListings #ML81926785,599900.0,"Aug 8, 2023",Price ChangedMLSListings #ML81926785,690000.0,"May 3, 2023",Listed (Active)MLSListings #ML81926785,750000.0,"Feb 14, 2016",ListedSDMLS #301808031,298908.0,https://www.redfin.com/CA/Morgan-Hill/3005-Tohara-Way-95037/home/1017169,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Other,15600 Summit Rd,Morgan Hill,CA,95037,750000,,,MORGAN HILL,,926085.0,,158.0,,,Active,,,https://www.redfin.com/CA/Morgan-Hill/15600-Summit-Rd-95037/home/185224985,MLSListings,ML81925908,N,Y,37.0637542,-121.7866882,,,,,,Other (See Remarks),,,,6,5,5,2.5,,,5303.0,4,Somewhat bikeable,0,Car-dependent,,,Minimal,Severe,Minimal,Minimal,"Places9 groceries, 10 restaurants, 23 parksTransit71, 72, 72W, 75","Apr 25, 2023",Listed (Active)MLSListings #ML81925908,750000.0,,,,,,,,,,https://www.redfin.com/CA/Morgan-Hill/15600-Summit-Rd-95037/home/185224985,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Vacant Land,2235 Liberata Dr,Morgan Hill,CA,95037,1199000,,,MORGAN HILL,,229594.0,,171.0,,,Active,,,https://www.redfin.com/CA/Morgan-Hill/2235-Liberata-Dr-95037/home/177893076,MLSListings,ML81924440,N,Y,37.1556179,-121.620836,,,,,,Gas (Available at Street),,,,6,5,5,2.5,,1098992.0,8478.0,8,Somewhat bikeable,0,Car-dependent,,,Minimal,Extreme,Moderate,Minimal,"Places6 groceries, 29 restaurants, 7 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Apr 12, 2023",Listed (Active)MLSListings #ML81924440,1199000.0,,,,,,,,,,https://www.redfin.com/CA/Morgan-Hill/2235-Liberata-Dr-95037/home/177893076,,,,,,,,,,,,,,,,,,,,
